id	category	verdict	confidence	mismatch	qtyDiffers	reason	asin	rakuten_url	amazon_title	rakuten_title
183	diapers	KEEP	high	NONE	Y	Both are メリーズ ずっと肌さら エアスルー テープ S (4-8kg). Amazon image explicitly shows 'ずっと肌さら エアスルー' matching the Rakuten product despite the Amazon title saying 'さらさらエアスルー'. Amazon sells a 74-sheet large-capacity single pack; Rakuten sells 62枚×4個(1ケース). Same product, different pack counts.	B0CXDY7PK8	https://item.rakuten.co.jp/drugkirin/4901301437709-4sale2/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	メリーズ Merries 【テープ Sサイズ】さらさらエアスルー (4~8kg) 74枚 【Amazon.co.jp限定】	夏準備！サマーセール 'ケース販売 送料無料 4個セット(1ケース) 花王 メリーズ ずっと肌さら エアスルー テープタイプ Sサイズ (4～8kg) 62枚入り×4個(1ケース)
184	diapers	KEEP	high	NONE	Y	Both are moony オヤスミマン 男の子 スーパービッグ 18~35kg 12枚. Images confirm same brand, line, gender, size, and count per bag. Packaging generation differs cosmetically. Rakuten listing is a bundle of 18 bags (18個セット) vs Amazon's single bag — underlying unit is identical.	B0BZSKZB4V	https://item.rakuten.co.jp/rcmdva/ho-42465-018/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ スーパービッグサイズ】 オヤスミマン 男の子 夜用パンツ オムツ(18~35kg)12枚	【単品18個セット】オヤスミマン男の子スーパービッグ12枚 ユニ・チャーム(代引不可)【送料無料】
186	diapers	KEEP	high	NONE		Both images show the identical Pampers さらさらケア パンツ ビッグより大きい (XXL) 15-28kg 32枚 package. Brand, line, type, size, and count all match exactly.	B0FM7H882W	https://item.rakuten.co.jp/kaigo/4987176334787/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ ビッグより大きいサイズ】パンパース オムツ さらさらケア (15-28kg) 32枚【Amazon.co.jp限定】	【送料お得】P&G パンパース さらさらケア パンツ ウルトラジャンボ 32枚入 こども用紙おむつ
200	diapers	KEEP	high	NONE	Y	Both are MoonyMan マシュマロ肌ごこち パンツ M 6-12kg. Amazon is a case of 68枚×3=204枚; Rakuten is 52枚×3=156枚. Different pack counts but the underlying unit (same line/size/type) is identical. qtyDiffers=true.	B0BGXTCRQT	https://item.rakuten.co.jp/ladydrug/4903111152360/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ Mたっち】 ムーニーマン マシュマロ肌ごこち モレ安心 Mたっち おむつ (6~12kg)204枚(68枚×3) [ケース品] 【Amazon.co.jp限定】	ムーニーマン マシュマロ肌ごこち モレ安心 パンツ M 52枚×3個
210	diapers	REMOVE	high	LINE		Amazon is ムーニーマン エアフィット (blue packaging with エアフィット branding, Winnie the Pooh design). Rakuten is standard ムーニーマン (different sub-line with 大きめフィット設計/ピタッとギャザー, no エアフィット branding). These are distinct product lines within the ムーニーマン range despite matching gender (女の子), size (L 9-14kg), and count (44枚).	B07Q34GM61	https://item.rakuten.co.jp/scbmitsuokun1972/4903111206438/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ユニ・チャーム ムーニーマン エアフィット 女の子 L 44枚	【y】 ムーニーマン エアフィット パンツ 女の子用 Lサイズ 体重9〜14kg (44枚入) 紙おむつ
215	diapers	KEEP	high	NONE	Y	Both are moony オヤスミマン 女の子 夜用パンツ L (9~14kg). Amazon is a 30+4=34枚 single bag; Rakuten is 30枚×4個 (4-bag case = 120 total). Packaging generation differs but underlying single-bag unit is the same product identity.	B09ZSZHQSW	https://item.rakuten.co.jp/ladydrugplus/4903111117772/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【夜用 パンツ Lサイズ】オヤスミマン 女の子 オムツ(9~14kg)30+4枚 【Amazon.co.jp限定】	オヤスミマン 女の子 夜用 9-14kg 30枚×4個
227	diapers	KEEP	high	NONE	Y	Both are ムーニーマン マシュマロ肌ごこち 男の子 ビッグより大きい 13~28kg 26枚. Images confirm identical packaging and product line. Rakuten is a case of 3 bags (3個) vs Amazon's single bag — underlying unit is identical.	B07L6GVFJW	https://item.rakuten.co.jp/arkstyle/4019-000229/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ ビッグより大きいサイズ】ムーニーマン 男の子 オムツ(13~28kg)26枚	【ケース販売】 ユニ・チャーム ムーニー マン 男の子 ビッグより大きい 26枚 ケースまとめ買い 入数 3個
228	diapers	KEEP	high	NONE		Both are Pampers はじめての肌へのいちばん テープ S 54枚 (4-8kg). Different package generations but identical product identity — same brand, line, type, size, and count.	B0CCJ3KBN3	https://item.rakuten.co.jp/rcmdse/ho-15163-001/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	パンパース 【テープ Sサイズ】 オムツ はじめての肌へのいちばん (4~8kg) 54枚	パンパース はじめての肌へのいちばん スーパージャンボ S P&Gジャパン(代引不可)【送料無料】
234	diapers	KEEP	high	NONE	Y	Both are Pampers さらさらケア パンツ L (9-14kg). Amazon is a 4-pack case (224枚 = 56枚×4), Rakuten is a single pack (54枚). Same underlying unit; only bundle count differs.	B0FM86D3CL	https://item.rakuten.co.jp/rafinagift/ha9aaf01eb30/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ Lサイズ】パンパース オムツ さらさらケア (9-14kg) 224枚 (56枚×4パック) [ケース品]【Amazon.co.jp限定】	【パンツ Lサイズ】パンパース オムツ さらさらケア (9~14kg) 54枚 送料無料
250	diapers	KEEP	high	NONE	Y	Both are Pampers おやすみパンツ M 34枚 (6-12kg). Amazon is a single bag, Rakuten lists 4袋セット (136枚 total). Same underlying unit with minor packaging revision (5-12kg vs 6-12kg weight range on label — a product revision, not a size mismatch). Bundle count differs.	B0CCN87M3Q	https://item.rakuten.co.jp/bnetshop/4987176203434-4/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	パンパース 【パンツ Mサイズ】 オムツ 夜用 おやすみパンツ (6~12kg) 34枚	パンパース オムツ おやすみパンツ (6~12kg) Mサイズ 34枚×4袋【4個セット】ケース販売 まとめ買い
251	diapers	KEEP	high	NONE		Both images show Moony Man マシュマロ肌ごこち モレ安心 女の子 ビッグより大きい 114枚(38枚×3). Essentially identical packaging and count; same brand, line, type, size, and gender variant.	B0BGXSJ6B8	https://item.rakuten.co.jp/actonlineshop/acton26122a087435/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ BIG大】 ムーニーマン マシュマロ肌ごこち モレ安心 女の子 ビッグより大きいサイズ おむつ (13~28kg)114枚(38枚×3) [ケース品] 【Amazon.co.jp限定】	【パンツ BIG大】 ムーニーマン マシュマロ肌ごこち モレ安心 女の子 ビッグより大きいサイズ おむつ (13~28kg)114枚(38枚×3
255	diapers	KEEP	high	NONE	Y	Both are Moony オヤスミマン 女の子 夜用パンツ ビッグより大きい (13-28kg). Amazon has a monpoke character design and a 22+2枚 promo count (24 total) vs Rakuten's standard 22枚. Character design and +2 bonus do not change product identity; only count differs.	B09ZSW58QV	https://item.rakuten.co.jp/maidora/4903111211807/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【夜用 パンツ ビッグサイズより大きい】オヤスミマン 女の子 オムツ(13~28kg)22+2枚 【Amazon.co.jp限定】	オヤスミマン 女の子 夜用パンツ ビッグサイズより大きい(13-28kg)(22枚入)
256	diapers	KEEP	high	NONE	Y	Both are Pampers おやすみパンツ XL/ビッグ 12-17kg night diapers. Images show the identical sleeping-tiger dark-blue packaging. Amazon is a single 26-count bag; Rakuten is a bulk box of 96 (48×2). Same product unit, only bundle size differs.	B0CCN9JBDQ	https://item.rakuten.co.jp/fabuleux/80289/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ ビッグサイズ】パンパース オムツ 夜用 おやすみパンツ (12~17kg) 26枚	【Pampers】パンパース おやすみパンツ XL (12～17kg) 48枚 x 2【送料無料】夜用オムツ
259	wipes	KEEP	low	NONE		Titles are character-for-character identical (brand AI PLANNING, model K7527, same dimensions). Amazon image shows the Curious George banana-applique wipes pouch matching the title. No Rakuten image available, but the exact model code match leaves no ambiguity.	B0C1X956BH	https://item.rakuten.co.jp/jackknife/aj47373aba8bd570/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	AI PLANNING(アイプランニング) おさるのジョージ 消臭おしりふきポーチ バナナワッペン W23×H16×D8cm K7527	AI PLANNING(アイプランニング) おさるのジョージ 消臭おしりふきポーチ バナナワッペン W23×H16×D8cm K7527
260	diapers	KEEP	high	NONE	Y	Both images show the identical MamyPoko パンツ ビッグ Doraemon red bag, 12-22kg, 36枚. Rakuten title indicates a 3-pack bundle (×3); the underlying unit is the same 36-count package.	B0CP3VKJ1M	https://item.rakuten.co.jp/kaigo/4903111281596-3/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ユニ・チャーム マミーポコパンツ Bigドラえもん 36枚	【送料お得・まとめ買い×3個セット】ユニ・チャーム マミーポコパンツ ビッグ ドラえもん 36枚入 こども用紙おむつ
261	diapers	KEEP	high	NONE		Both are Merries First Premium パンツ L 36枚 9-14kg by Kao. Images show the same premium beige line — Amazon has the current animal-illustration package, Rakuten shows an earlier baby-photo variant of the same product line. Brand, line, type, size, and count are identical.	B0D4Q5NPQX	https://item.rakuten.co.jp/ecjoy/20479172/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【Amazon.co.jp限定】【パンツ Lサイズ】メリーズ ファーストプレミアム(9~14kg) 36枚「繊細な肌に５ッ星のやさしさを」	花王 メリーズファーストプレミアムパンツ Lサイズ36枚
263	diapers	REMOVE	high	LINE		Amazon is Pampers さらさらケア パンツ XXL (ビッグより大きい, 15-28kg); Rakuten is Pampers 超吸収エアリー パンツ XL (ビッグ, 12-22kg). Different product lines and different size ranges confirmed by images.	B0CCDC7BLX	https://item.rakuten.co.jp/rcmdva/ho-19076-005/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ ビッグより大きいサイズ】パンパース オムツ さらさらケア (15~28kg) 36枚	【単品5個セット】 パンパース 超吸収エアリー P&G 36枚(代引不可)【送料無料】
266	wipes	KEEP	high	NONE	Y	Both are MamyPoko 夜用パンツ ビッグより大きい (13-28kg) 22枚 with Doraemon design. Amazon image shows the current dark-blue night packaging; Rakuten shows an earlier variant of the same product. Both confirm same brand, line, size, and count. Rakuten is a 10-pack bundle; the unit is identical.	B0BSQWDCW8	https://item.rakuten.co.jp/ulmaxjapan2/ha-4903111176076_10/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【夜用 パンツ ビッグより大きいサイズ】 MamyPoko マミーポコ 夜用パンツ ドラえもん オムツ(13~28kg) 22枚	【10個セット】 マミーポコパンツ夜用ビッグ大22枚 ビッグ大 オムツ 紙おむつ ベビー用品 排泄関連 ドラえもん ケース 夜用 マミーポコパンツ パンツ 男女共用 梱販売 マミーポコ おしりふき ビッグより大きい ベビー 夜用パンツ ベビーケア ユニチャーム
270	diapers	KEEP	high	NONE	Y	Both are moony 低刺激であんしん テープ Sサイズ 54枚. Images show identical pink/white packaging. Rakuten listing is a 3-pack bundle (×3個セット) vs Amazon single; the underlying unit is identical.	B0GCX111CQ	https://item.rakuten.co.jp/kaigo/4903111569786-3/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ユニ・チャーム ムーニー低刺激であんしんS 54枚	【送料お得・まとめ買い×3個セット】ユニ・チャーム ムーニー 低刺激であんしん テープ Sサイズ 54枚 おむつ 赤ちゃん用 紙おむつ
276	diapers	KEEP	high	NONE		Both are ナチュラルムーニー オーガニックコットン テープ Sサイズ 4-8kg 58枚 (旧品). Images show the same gold/cream moony Natural packaging with identical count. No differences in product identity.	B07PG8K5JF	https://item.rakuten.co.jp/sn-mart/sn72f8370dcc/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【旧品】【テープ Sサイズ】ナチュラルムーニー オーガニックコットン オムツ (4~8kg)58枚	【旧品】【テープ Sサイズ】ナチュラルムーニー オーガニックコットン オムツ (4~8kg)58枚
279	diapers	KEEP	high	NONE		Both are moony 低刺激であんしん テープ 新生児 60枚. Images show identical pink moony packaging for newborn (お誕生～5000g), same count. Perfect match.	B0G2JKDDM8	https://item.rakuten.co.jp/sundrug/4903111411085/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ユニ・チャーム ムーニー低刺激であんしん新生児 60枚	ユニ・チャーム ムーニー 低刺激であんしん 新生児（〜5000g） 60枚
302	formula	KEEP	high	NONE	Y	Both are GOO.N ぐんぐん吸収パンツ BIG 12-22kg 50枚. Amazon has Toy Story limited-edition design; Rakuten has Mickey/Minnie Mouse design. These are the same product with different character packaging — not an identity difference. Rakuten is a 3-pack bundle vs Amazon single.	B08L4WR9WY	https://item.rakuten.co.jp/kimuraya/2873268013/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ BIGサイズ】グーン ぐんぐん吸収パンツ おむつ (12~22kg) 50枚 ≪トイ・ストーリーデザイン≫	大王製紙 グ—ン ぐんぐん吸収パンツ BIGサイズ 男女共用 50枚【3個セット販売】
318	diapers	KEEP	high	NONE		Both are Pampers おやすみパンツ L 9-14kg 30枚. Images show the same dark teal packaging with the tiger (しまじろう) character, same size, same count. Identical product.	B0CCN8RGBG	https://item.rakuten.co.jp/ladydrug/4987176203427/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ Lサイズ】パンパース オムツ 夜用 おやすみパンツ (9~14kg) 30枚	パンパース おやすみパンツ スーパージャンボ L 30枚※取り寄せ商品 返品不可
319	diapers	KEEP	high	NONE	Y	Both images show the identical Merries エアスルー パンツ ビッグより大きい (XXL 15-28kg) packaging. Same brand, line, type, and size. Only the count differs: Amazon 30枚 vs Rakuten 24枚.	B0DV8ZL7JZ	https://item.rakuten.co.jp/japan-ds/4901301442918ks/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	花王 メリーズ エアスルーパンツ ビッグより大きいサイズ 30枚	花王 メリーズ エアスルー パンツ ビッグより大きいサイズ 24枚【イージャパンモール】
321	diapers	KEEP	high	NONE	Y	Both images show the identical Moony オヤスミマン 男の子 ビッグ以上 夜用パンツ (13-28kg, 22枚/bag) in the same dark-blue packaging. Amazon lists 1袋 (22枚), Rakuten lists 3袋×22枚 bundle. Same unit, different bundle count.	B001H54EZO	https://item.rakuten.co.jp/fragrance-fukuyama/up-4903111211647/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ ビッグ以上】オヤスミマン男の子 夜用オムツ (13~28kg)22枚	ムーニー オヤスミマン 男の子 ビッグ以上 夜用オムツ 22枚×3袋
322	diapers	NEEDS_REFRESH	high			Rakuten item no longer returned by API (not_found); listing is stale.	B0CCDBJW24		【パンツ ビッグサイズ】パンパース オムツ さらさらケア (12~22kg) 48枚 【Amazon.co.jp限定】	【単品6個セット】 パンパース 超吸収エアリー P&G 48枚(代引不可)【送料無料】
323	diapers	KEEP	high	NONE		Both images show the identical GOO.N Night Junior パンツ 110-140cm 14枚 packaging from 大王製紙 (elleair). Same brand, line, type, size, and count.	B07X8W1TYN	https://item.rakuten.co.jp/rcmdki/ho-4902011859881/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ スーパーBIGサイズ】 グーン ナイトジュニア パンツ おむつ (身長目安 110~140cm) 14枚 夜用おむつ [うつぶせ寝モレに強い]	大王製紙 グ~ン ナイトジュニアパンツ 14枚 日用品 日用消耗品 雑貨品(代引不可)【送料無料】
326	diapers	KEEP	high	NONE		Both images show the identical Pampers 肌へのいちばん パンツ M 46枚 (6-12kg) packaging. Same brand, line, type, size, and count. The Rakuten listing is a ×4 set but the underlying unit is identical.	B0FTFV8P2G	https://item.rakuten.co.jp/at-life/4987176341075-4/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ Mたっちサイズ】パンパース オムツ 肌へのいちばん (6-12kg) 46枚	【送料込・まとめ買い×4個セット】P&G パンパース 肌へのいちばん パンツ スーパージャンボ 46枚入 こども用紙おむつ
328	diapers	KEEP	high	NONE	Y	Both images confirm Moony man マシュマロ肌ごこち 女の子 ビッグより大きい (13-28kg). Same brand, line, type, size, and gender. Amazon lists 38枚 (Amazon限定larger-count pack), Rakuten lists 26枚×3個セット. Different pack-count variants of the same product identity.	B0BGXQV3ST	https://item.rakuten.co.jp/beisia/4903111211654x3/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ BIG大】 ムーニーマン マシュマロ肌ごこち モレ安心 女の子 ビッグより大きいサイズ おむつ (13~28kg)38枚【Amazon.co.jp限定】	【ポイント5倍！6/2 21:00-6/30まで】ユニ・チャーム ムーニーマン 女の子 ビッグより大きい 13〜28kg 26枚×3個入 | ムーニーマン 女の子 ビッグより大きい おむつ パンツ 紙おむつ ベビー 赤ちゃん まとめ買い 大容量 旅行
330	diapers	KEEP	high	NONE		Both images show the identical Moony いちばんやさしい お産用ケアパッド S size 20枚, Produced by ソフィ, Unicharm. Minor packaging design variation only; product identity is identical.	B01CE0YOVO	https://item.rakuten.co.jp/shopflora/ue5fd6b7b247/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	ムーニー お産用ケアパッド S (量が減ってきたら) 20枚〔お産パッド〕	ムーニー お産用ケアパッド S (量が減ってきたら) 20枚〔お産パッド〕 送料無料
338	diapers	KEEP	high	NONE		Both images show Merries エアスルー パンツ M 52枚 6-11kg (Kao). Same brand, line, type, size, and count.	B0C14HHWBV	https://item.rakuten.co.jp/jyusetsupro/410000928/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	花王 メリーズパンツ M 52枚	花王 Kao 新生児用おむつ メリーズ パンツタイプ M52枚 【品番：418579】【JAN：4901301418579】
339	formula	KEEP	high	NONE	Y	Both images show GOO.N ぐんぐん吸収パンツ L 72枚 with the Disney Winnie the Pooh design. Amazon is a single 72枚 pack; Rakuten is a 3個セット (72枚×3). Underlying unit is identical; only the bundle count differs.	B0DG1GS6ZD	https://item.rakuten.co.jp/yoikenkou/4902011116564-3/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	大王製紙 グーンぐんぐん吸収パンツLサイズ 超たっぷり 72枚	【送料込・まとめ買い×3個セット】大王製紙 エリエール グーン ぐんぐん吸収パンツ Lサイズ 超たっぷり 72枚 こども用紙おむつ
346	diapers	KEEP	high	NONE	Y	Both images show Merries エアスルー パンツ S 62枚 4-8kg (Kao). Amazon is a single pack; Rakuten is a ケース 3個入 (62枚×3). Same underlying unit; only bundle count differs.	B0C14FMCG4	https://item.rakuten.co.jp/kusurinofukutaro/10156408/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	花王 メリーズパンツ S 62枚	《ケース》 花王 メリーズ エアスルー パンツ Sサイズ 4〜8kg (62枚)×3個 パンツタイプ ベビー用紙おむつ
348	diapers	KEEP	high	NONE		Both are Pampers さらさらケア テープ M 52枚 6-11kg. The images show different packaging revisions (Amazon shows the newer '進化した吸収体' design; Rakuten shows the prior 'PLUS超吸収ジェル' design) but brand, line, type, size, and count are all identical. A formula/packaging revision is not an identity mismatch.	B0CCDCVWSR	https://item.rakuten.co.jp/parusu/sinnni4071r4-4987176203328-r11/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	パンパース 【テープ Mサイズ】 オムツ さらさらケア (6~11kg) 52枚	【4個セット】パンパース さらさらケア テープ スーパ−ジャンボ 52枚入x4個セット【返品キャンセル不可品】【ヘルシ価格】 キッズ ベビー トイレ用品 紙おむつ モレ ムレ防止
359	diapers	KEEP	high	NONE		Both are Genki! (IRISohyama) パンツ BIGより大きい 24枚. The Amazon image shows the BIGより大きい 24枚 single pack; the Rakuten listing is a multi-variant page but the SKU GBP-BIGD24 is the same BIGより大きい 24枚 unit. Same brand, line, type, size, and count.	B0F66TPTTC	https://item.rakuten.co.jp/office-kagg/209763/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ BIGより大きいサイズ】Genki! おむつ 24枚入 アイリスオーヤマ	オムツ M 50枚 L 42枚 ビッグ 36枚 ビッグより大きい 24枚 パンツ ふわもちタッチ 肌に優しい Wギャザー 横モレ 最長12h さらさら おむつ 紙おむつ Genki アイリスオーヤマ GBP-M50 GBP-L42 GBP-BIG36 GBP-BIGD24 あんしんGenki！ アイリスオーヤマ * [2606SX]
361	diapers	KEEP	high	NONE		Both images show the identical Goo.N スイミングパンツ 男女共用 Lサイズ 4枚 with the same Disney Mickey/Minnie aloha design packaging. Brand, line, type, size, and count are all identical.	B08WMN843T	https://item.rakuten.co.jp/yoikenkou/4902011860818/?rafcid=wsc_i_is_4fc4d628-58e9-4fbd-a881-6437783c8049	【パンツ Lサイズ】グーンスイミングパンツ 4枚 男女共用	大王製紙 グーン スイミング パンツ 男女共用 Lサイズ 4枚
